400	300
77	1	3
77	2	3
77	3	3
77	4	3
77	5	3
77	6	3
77	7	3
77	8	3
77	9	3
77	10	3
77	11	3
77	12	3
77	13	3
77	14	0
77	15	3
77	16	1
77	17	1
77	18	1
77	19	1
77	20	2
77	21	2
77	22	2
77	23	2
77	24	2
77	25	2
77	26	1
77	27	1
77	28	1
77	29	1
77	30	1
77	31	1
77	32	1
77	33	1
77	34	2
77	35	3
77	36	3
77	37	3
77	38	3
77	39	3
77	40	3
77	41	3
77	42	1
77	43	1
77	44	1
77	45	1
77	46	1
77	47	1
77	48	1
77	49	1
77	50	1
77	51	1
77	52	1
77	53	1
77	54	1
77	55	1
77	56	2
77	57	2
77	58	2
77	59	2
77	60	2
77	61	2
77	62	2
77	63	2
77	64	2
77	65	2
77	66	2
77	67	2
77	68	2
77	69	2
77	70	2
77	71	2
77	72	2
77	73	2
77	74	2
77	75	2
77	76	2
77	77	1
77	78	1
77	79	1
77	80	1
77	81	1
77	82	1
77	83	1
77	84	1
77	85	1
77	86	1
77	87	1
77	88	1
77	89	1
77	90	1
77	91	1
77	92	1
77	93	2
77	94	1
77	95	1
77	96	3
77	97	3
77	98	3
77	99	3
77	100	3
77	101	3
77	102	3
77	103	3
77	104	3
77	105	3
77	106	3
77	107	3
77	108	3
77	109	2
77	110	2
77	111	2
77	112	2
77	113	2
77	114	2
77	115	2
77	116	2
77	117	2
77	118	2
77	119	2
77	120	2
77	121	2
77	122	2
77	123	3
77	124	3
77	125	3
77	126	3
77	127	3
77	128	3
77	129	3
77	130	3
77	131	3
77	132	3
77	133	3
77	134	2
77	135	2
77	136	2
77	137	2
77	138	1
77	139	1
77	140	1
77	141	2
77	142	2
77	143	2
77	144	2
77	145	2
77	146	3
77	147	3
77	148	3
77	149	3
77	150	3
77	151	3
77	152	3
77	153	3
77	154	3
77	155	3
77	156	1
77	157	1
77	158	1
77	159	2
77	160	2
77	161	2
77	162	2
77	163	2
77	164	2
77	165	2
77	166	2
77	167	2
77	168	2
77	169	2
77	170	3
77	171	3
77	172	3
77	173	3
77	174	3
77	175	3
77	176	3
77	177	3
77	178	1
77	179	1
77	180	1
77	181	1
77	182	1
77	183	1
77	184	1
77	185	1
77	186	1
77	187	1
77	188	1
77	189	1
77	190	1
77	191	1
77	192	2
77	193	2
77	194	2
77	195	2
77	196	2
77	197	2
77	198	2
77	199	2
77	200	2
77	201	2
77	202	2
77	203	2
77	204	2
77	205	2
77	206	2
77	207	2
77	208	0
77	209	0
77	210	0
77	211	0
77	212	0
77	213	0
77	214	0
77	215	0
77	216	0
77	217	0
77	218	0
77	219	3
77	220	3
77	221	3
77	222	3
77	223	3
77	224	3
77	225	3
77	226	3
77	227	3
77	228	3
77	229	3
77	230	3
77	231	3
77	232	3
77	233	3
77	234	3
77	235	3
77	236	3
77	237	0
77	238	1
77	239	1
77	240	1
77	241	1
77	242	1
77	243	1
77	244	1
77	245	1
77	246	1
77	247	1
77	248	1
77	249	1
77	250	1
77	251	1
77	252	1
77	253	3
77	254	3
77	255	3
77	256	3
77	257	3
77	258	3
77	259	3
77	260	3
77	261	3
77	262	3
77	263	3
77	264	3
77	265	3
77	266	3
77	267	3
77	268	3
77	269	3
77	270	3
77	271	3
77	272	3
77	273	3
77	274	3
77	275	3
77	276	3
77	277	3
77	278	3
77	279	3
77	280	3
77	281	0
77	282	3
77	283	0
77	284	0
77	285	0
77	286	0
77	287	0
77	288	0
77	289	0
77	290	0
77	291	0
77	292	0
77	293	0
77	294	0
77	295	0
77	296	0
77	297	0
77	298	0
77	299	0
78	0	0
78	1	3
78	2	3
78	3	3
78	4	3
78	5	3
78	6	3
78	7	3
78	8	3
78	9	3
78	10	3
78	11	3
78	12	3
78	13	3
78	14	3
78	15	3
78	16	3
78	17	1
78	18	1
78	19	2
78	20	2
78	21	2
78	22	2
78	23	2
78	24	2
78	25	2
78	26	2
78	27	2
78	28	1
78	29	1
78	30	1
78	31	1
78	32	2
78	33	1
78	34	2
78	35	2
78	36	2
78	37	3
78	38	3
78	39	3
78	40	2
78	41	0
78	42	1
78	43	1
78	44	1
78	45	1
78	46	1
78	47	1
78	48	1
78	49	1
78	50	1
78	51	1
78	52	1
78	53	1
78	54	1
78	55	1
78	56	0
78	57	0
78	58	0
78	59	2
78	60	2
78	61	2
78	62	2
78	63	2
78	64	2
78	65	2
78	66	2
78	67	2
78	68	2
78	69	2
78	70	2
78	71	2
78	72	2
78	73	2
78	74	2
78	75	2
78	76	2
78	77	1
78	78	1
78	79	1
78	80	1
78	81	1
78	82	1
78	83	1
78	84	1
78	85	1
78	86	1
78	87	1
78	88	1
78	89	1
78	90	1
78	91	1
78	92	0
78	93	2
78	94	2
78	95	2
78	96	3
78	97	3
78	98	3
78	99	3
78	100	3
78	101	3
78	102	3
78	103	3
78	104	3
78	105	3
78	106	3
78	107	3
78	108	2
78	109	3
78	110	2
78	111	2
78	112	2
78	113	2
78	114	2
78	115	2
78	116	2
78	117	2
78	118	2
78	119	2
78	120	2
78	121	2
78	122	2
78	123	2
78	124	3
78	125	3
78	126	3
78	127	3
78	128	3
78	129	3
78	130	3
78	131	3
78	132	3
78	133	3
78	134	3
78	135	2
78	136	2
78	137	2
78	138	2
78	139	1
78	140	2
78	141	2
78	142	2
78	143	2
78	144	2
78	145	3
78	146	3
78	147	3
78	148	3
78	149	3
78	150	3
78	151	3
78	152	3
78	153	3
78	154	3
78	155	3
78	156	1
78	157	1
78	158	1
78	159	1
78	160	2
78	161	2
78	162	2
78	163	2
78	164	2
78	165	2
78	166	2
78	167	2
78	168	2
78	169	2
78	170	3
78	171	3
78	172	3
78	173	3
78	174	3
78	175	3
78	176	3
78	177	3
78	178	1
78	179	1
78	180	1
78	181	1
78	182	1
78	183	1
78	184	1
78	185	1
78	186	1
78	187	1
78	188	1
78	189	1
78	190	1
78	191	1
78	192	0
78	193	2
78	194	2
78	195	2
78	196	2
78	197	2
78	198	2
78	199	2
78	200	2
78	201	2
78	202	2
78	203	2
78	204	2
78	205	2
78	206	2
78	207	2
78	208	0
78	209	0
78	210	0
78	211	0
78	212	0
78	213	0
78	214	0
78	215	0
78	216	0
78	217	0
78	218	0
78	219	0
78	220	3
78	221	3
78	222	3
78	223	3
78	224	3
78	225	3
78	226	3
78	227	3
78	228	3
78	229	3
78	230	3
78	231	3
78	232	3
78	233	3
78	234	3
78	235	3
78	236	3
78	237	0
78	238	0
78	239	1
78	240	1
78	241	1
78	242	1
78	243	1
78	244	1
78	245	1
78	246	1
78	247	1
78	248	1
78	249	1
78	250	1
78	251	1
78	252	3
78	253	3
78	254	3
78	255	3
78	256	3
78	257	3
78	258	3
78	259	3
78	260	3
78	261	3
78	262	3
78	263	3
78	264	3
78	265	3
78	266	3
78	267	3
78	268	3
78	269	3
78	270	3
78	271	3
78	272	3
78	273	3
78	274	3
78	275	3
78	276	3
78	277	3
78	278	3
78	279	3
78	280	3
78	281	0
78	282	0
78	283	0
78	284	0
78	285	0
78	286	0
78	287	0
78	288	0
78	289	0
78	290	0
78	291	0
78	292	0
78	293	0
78	294	0
78	295	0
78	296	0
78	297	0
78	298	0
78	299	0
79	0	0
79	1	3
79	2	3
79	3	3
79	4	3
79	5	3
79	6	3
79	7	3
79	8	3
79	9	3
79	10	3
79	11	3
79	12	3
79	13	3
79	14	3
79	15	3
79	16	3
79	17	0
79	18	1
79	19	2
79	20	2
79	21	2
79	22	2
79	23	2
79	24	2
79	25	2
79	26	2
79	27	2
79	28	2
79	29	2
79	30	2
79	31	2
79	32	2
79	33	2
79	34	2
79	35	2
79	36	2
79	37	2
79	38	3
79	39	2
79	40	2
79	41	2
79	42	1
79	43	1
79	44	1
79	45	1
79	46	1
79	47	1
79	48	1
79	49	1
79	50	1
79	51	1
79	52	1
79	53	1
79	54	1
79	55	1
79	56	0
79	57	1
79	58	0
79	59	2
79	60	2
79	61	2
79	62	2
79	63	2
79	64	2
79	65	2
79	66	2
79	67	2
79	68	2
79	69	2
79	70	2
79	71	2
79	72	2
79	73	2
79	74	2
79	75	2
79	76	1
79	77	1
79	78	1
79	79	1
79	80	1
79	81	1
79	82	1
79	83	1
79	84	1
79	85	1
79	86	1
79	87	1
79	88	1
79	89	1
79	90	1
79	91	1
79	92	2
79	93	2
79	94	2
79	95	2
79	96	2
79	97	3
79	98	3
79	99	3
79	100	3
79	101	3
79	102	3
79	103	3
79	104	3
79	105	3
79	106	3
79	107	3
79	108	3
79	109	2
79	110	3
79	111	2
79	112	2
79	113	2
79	114	2
79	115	2
79	116	2
79	117	2
79	118	2
79	119	2
79	120	2
79	121	2
79	122	2
79	123	3
79	124	3
79	125	3
79	126	3
79	127	3
79	128	3
79	129	3
79	130	3
79	131	3
79	132	3
79	133	3
79	134	3
79	135	2
79	136	2
79	137	2
79	138	2
79	139	2
79	140	2
79	141	2
79	142	2
79	143	2
79	144	2
79	145	3
79	146	3
79	147	3
79	148	3
79	149	3
79	150	3
79	151	3
79	152	3
79	153	3
79	154	3
79	155	3
79	156	1
79	157	1
79	158	1
79	159	1
79	160	1
79	161	2
79	162	2
79	163	2
79	164	2
79	165	2
79	166	2
79	167	2
79	168	2
79	169	2
79	170	2
79	171	3
79	172	3
79	173	3
79	174	3
79	175	3
79	176	3
79	177	3
79	178	1
79	179	1
79	180	1
79	181	1
79	182	1
79	183	1
79	184	1
79	185	1
79	186	1
79	187	1
79	188	1
79	189	1
79	190	1
79	191	1
79	192	1
79	193	0
79	194	2
79	195	2
79	196	2
79	197	2
79	198	2
79	199	2
79	200	2
79	201	2
79	202	2
79	203	2
79	204	2
79	205	2
79	206	2
79	207	2
79	208	0
79	209	0
79	210	0
79	211	0
79	212	0
79	213	0
79	214	0
79	215	0
79	216	0
79	217	0
79	218	0
79	219	3
79	220	3
79	221	3
79	222	3
79	223	3
79	224	3
79	225	3
79	226	3
79	227	3
79	228	3
79	229	3
79	230	3
79	231	3
79	232	3
79	233	3
79	234	3
79	235	2
79	236	2
79	237	0
79	238	2
79	239	2
79	240	1
79	241	1
79	242	1
79	243	1
79	244	3
79	245	1
79	246	1
79	247	1
79	248	1
79	249	1
79	250	1
79	251	3
79	252	3
79	253	3
79	254	3
79	255	3
79	256	3
79	257	3
79	258	3
79	259	3
79	260	3
79	261	3
79	262	3
79	263	3
79	264	3
79	265	3
79	266	3
79	267	3
79	268	3
79	269	3
79	270	3
79	271	3
79	272	3
79	273	3
79	274	3
79	275	3
79	276	3
79	277	3
79	278	3
79	279	0
79	280	3
79	281	3
79	282	0
79	283	0
79	284	0
79	285	0
79	286	0
79	287	0
79	288	0
79	289	0
79	290	0
79	291	0
79	292	0
79	293	0
79	294	0
79	295	0
79	296	0
79	297	0
79	298	0
79	299	0
80	0	0
80	1	3
80	2	3
80	3	3
80	4	3
80	5	3
80	6	3
80	7	3
80	8	3
80	9	3
80	10	3
80	11	3
80	12	3
80	13	3
80	14	3
80	15	3
80	16	3
80	17	3
80	18	3
80	19	2
80	20	2
80	21	2
80	22	2
80	23	2
80	24	2
80	25	2
80	26	2
80	27	2
80	28	2
80	29	2
80	30	2
80	31	2
80	32	2
80	33	2
80	34	2
80	35	2
80	36	2
80	37	2
80	38	2
80	39	2
80	40	2
80	41	1
80	42	1
80	43	1
80	44	1
80	45	1
80	46	1
80	47	1
80	48	1
80	49	1
80	50	1
80	51	1
80	52	1
80	53	1
80	54	1
80	55	1
80	56	1
80	57	1
80	58	2
80	59	2
80	60	0
80	61	2
80	62	2
80	63	2
80	64	2
80	65	2
80	66	2
80	67	2
80	68	2
80	69	2
80	70	2
80	71	2
80	72	2
80	73	2
80	74	2
80	75	2
80	76	2
80	77	1
80	78	1
80	79	1
80	80	1
80	81	1
80	82	1
80	83	1
80	84	1
80	85	1
80	86	1
80	87	1
80	88	1
80	89	1
80	90	1
80	91	1
80	92	0
80	93	2
80	94	2
80	95	2
80	96	2
80	97	2
80	98	3
80	99	3
80	100	3
80	101	3
80	102	3
80	103	3
80	104	3
80	105	3
80	106	3
80	107	3
80	108	3
80	109	3
80	110	2
80	111	2
80	112	2
80	113	2
80	114	2
80	115	2
80	116	2
80	117	2
80	118	2
80	119	2
80	120	2
80	121	2
80	122	2
80	123	2
80	124	3
80	125	3
80	126	3
80	127	3
80	128	3
80	129	3
80	130	3
80	131	3
80	132	3
80	133	3
80	134	3
80	135	2
80	136	2
80	137	2
80	138	2
80	139	2
80	140	2
80	141	2
80	142	2
80	143	2
80	144	2
80	145	3
80	146	3
80	147	3
80	148	3
80	149	3
80	150	3
80	151	3
80	152	3
80	153	3
80	154	3
80	155	3
80	156	1
80	157	1
80	158	1
80	159	1
80	160	1
80	161	1
80	162	1
80	163	2
80	164	2
80	165	2
80	166	2
80	167	2
80	168	2
80	169	2
80	170	2
80	171	3
80	172	3
80	173	3
80	174	3
80	175	3
80	176	3
80	177	3
80	178	1
80	179	1
80	180	1
80	181	1
80	182	1
80	183	1
80	184	1
80	185	1
80	186	1
80	187	1
80	188	1
80	189	1
80	190	1
80	191	1
80	192	1
80	193	1
80	194	2
80	195	2
80	196	2
80	197	0
80	198	2
80	199	2
80	200	2
80	201	2
80	202	2
80	203	2
80	204	2
80	205	2
80	206	0
80	207	0
80	208	0
80	209	0
80	210	0
80	211	0
80	212	0
80	213	0
80	214	0
80	215	0
80	216	0
80	217	0
80	218	3
80	219	0
80	220	3
80	221	3
80	222	3
80	223	3
80	224	3
80	225	3
80	226	3
80	227	3
80	228	3
80	229	3
80	230	3
80	231	3
80	232	2
80	233	2
80	234	2
80	235	2
80	236	2
80	237	2
80	238	2
80	239	2
80	240	2
80	241	1
80	242	1
80	243	3
80	244	1
80	245	3
80	246	1
80	247	1
80	248	1
80	249	1
80	250	3
80	251	3
80	252	3
80	253	3
80	254	3
80	255	3
80	256	3
80	257	3
80	258	3
80	259	3
80	260	3
80	261	3
80	262	3
80	263	3
80	264	3
80	265	3
80	266	3
80	267	3
80	268	3
80	269	3
80	270	3
80	271	3
80	272	3
80	273	3
80	274	3
80	275	3
80	276	3
80	277	3
80	278	0
80	279	1
80	280	1
80	281	1
80	282	1
80	283	1
80	284	0
80	285	1
80	286	1
80	287	1
80	288	1
80	289	1
80	290	0
80	291	0
80	292	0
80	293	0
80	294	0
80	295	0
80	296	0
80	297	0
80	298	0
80	299	0
81	0	0
81	1	3
81	2	3
81	3	3
81	4	3
81	5	3
81	6	3
81	7	3
81	8	3
81	9	3
81	10	3
81	11	3
81	12	3
81	13	3
81	14	3
81	15	3
81	16	3
81	17	3
81	18	3
81	19	2
81	20	2
81	21	2
81	22	2
81	23	2
81	24	2
81	25	2
81	26	2
81	27	2
81	28	2
81	29	2
81	30	2
81	31	2
81	32	2
81	33	2
81	34	2
81	35	2
81	36	2
81	37	2
81	38	2
81	39	2
81	40	2
81	41	2
81	42	1
81	43	1
81	44	1
81	45	1
81	46	1
81	47	1
81	48	1
81	49	1
81	50	1
81	51	1
81	52	1
81	53	1
81	54	1
81	55	1
81	56	1
81	57	1
81	58	0
81	59	2
81	60	2
81	61	2
81	62	2
81	63	2
81	64	2
81	65	2
81	66	2
81	67	2
81	68	2
81	69	2
81	70	2
81	71	2
81	72	2
81	73	2
81	74	2
81	75	2
81	76	1
81	77	1
81	78	1
81	79	1
81	80	1
81	81	1
81	82	1
81	83	1
81	84	1
81	85	1
81	86	1
81	87	1
81	88	1
81	89	1
81	90	1
81	91	1
81	92	1
81	93	1
81	94	2
81	95	2
81	96	2
81	97	2
81	98	2
81	99	2
81	100	2
81	101	3
81	102	3
81	103	3
81	104	3
81	105	3
81	106	3
81	107	3
81	108	3
81	109	3
81	110	3
81	111	2
81	112	2
81	113	2
81	114	2
81	115	2
81	116	2
81	117	2
81	118	2
81	119	2
81	120	2
81	121	2
81	122	2
81	123	2
81	124	3
81	125	3
81	126	3
81	127	3
81	128	3
81	129	3
81	130	3
81	131	3
81	132	3
81	133	3
81	134	2
81	135	2
81	136	2
81	137	2
81	138	2
81	139	2
81	140	2
81	141	2
81	142	2
81	143	2
81	144	2
81	145	3
81	146	3
81	147	3
81	148	3
81	149	3
81	150	3
81	151	3
81	152	3
81	153	3
81	154	3
81	155	1
81	156	1
81	157	1
81	158	1
81	159	1
81	160	1
81	161	1
81	162	1
81	163	1
81	164	2
81	165	2
81	166	2
81	167	2
81	168	2
81	169	2
81	170	2
81	171	3
81	172	3
81	173	3
81	174	3
81	175	3
81	176	3
81	177	3
81	178	1
81	179	1
81	180	1
81	181	1
81	182	1
81	183	1
81	184	1
81	185	1
81	186	1
81	187	1
81	188	1
81	189	1
81	190	1
81	191	1
81	192	1
81	193	1
81	194	1
81	195	1
81	196	0
81	197	2
81	198	2
81	199	0
81	200	0
81	201	2
81	202	0
81	203	0
81	204	2
81	205	0
81	206	0
81	207	0
81	208	0
81	209	0
81	210	0
81	211	0
81	212	0
81	213	0
81	214	0
81	215	0
81	216	0
81	217	0
81	218	0
81	219	3
81	220	3
81	221	3
81	222	3
81	223	3
81	224	3
81	225	3
81	226	2
81	227	2
81	228	2
81	229	2
81	230	2
81	231	2
81	232	2
81	233	2
81	234	2
81	235	2
81	236	2
81	237	2
81	238	2
81	239	2
81	240	2
81	241	2
81	242	2
81	243	1
81	244	3
81	245	3
81	246	3
81	247	3
81	248	3
81	249	3
81	250	3
81	251	3
81	252	3
81	253	3
81	254	3
81	255	3
81	256	3
81	257	3
81	258	3
81	259	3
81	260	3
81	261	3
81	262	3
81	263	3
81	264	3
81	265	3
81	266	3
81	267	3
81	268	3
81	269	3
81	270	3
81	271	3
81	272	3
81	273	3
81	274	3
81	275	3
81	276	3
81	277	3
81	278	0
81	279	1
81	280	1
81	281	1
81	282	1
81	283	1
81	284	1
81	285	1
81	286	1
81	287	1
81	288	1
81	289	1
81	290	0
81	291	0
81	292	0
81	293	0
81	294	0
81	295	0
81	296	0
81	297	0
81	298	0
81	299	0
82	0	0
82	1	3
82	2	3
82	3	2
82	4	3
82	5	3
82	6	3
82	7	3
82	8	2
82	9	2
82	10	2
82	11	2
82	12	3
82	13	2
82	14	3
82	15	3
82	16	2
82	17	3
82	18	2
82	19	2
82	20	2
82	21	2
82	22	2
82	23	2
82	24	2
82	25	2
82	26	2
82	27	2
82	28	2
82	29	2
82	30	2
82	31	2
82	32	2
82	33	2
82	34	2
82	35	2
82	36	2
82	37	2
82	38	2
82	39	2
82	40	2
82	41	2
82	42	1
82	43	1
82	44	1
82	45	1
82	46	1
82	47	1
82	48	1
82	49	1
82	50	1
82	51	1
82	52	1
82	53	1
82	54	1
82	55	1
82	56	1
82	57	0
82	58	0
82	59	2
82	60	2
82	61	2
82	62	2
82	63	2
82	64	2
82	65	2
82	66	2
82	67	2
82	68	2
82	69	2
82	70	2
82	71	2
82	72	2
82	73	2
82	74	2
82	75	2
82	76	1
82	77	1
82	78	1
82	79	1
82	80	1
82	81	1
82	82	1
82	83	1
82	84	1
82	85	1
82	86	1
82	87	1
82	88	1
82	89	1
82	90	1
82	91	1
82	92	1
82	93	1
82	94	2
82	95	2
82	96	2
82	97	2
82	98	2
82	99	2
82	100	2
82	101	2
82	102	2
82	103	3
82	104	3
82	105	3
82	106	3
82	107	3
82	108	3
82	109	3
82	110	2
82	111	2
82	112	2
82	113	2
82	114	2
82	115	2
82	116	2
82	117	2
82	118	2
82	119	2
82	120	2
82	121	2
82	122	2
82	123	2
82	124	2
82	125	3
82	126	3
82	127	3
82	128	3
82	129	3
82	130	3
82	131	3
82	132	3
82	133	3
82	134	3
82	135	2
82	136	2
82	137	2
82	138	2
82	139	2
82	140	2
82	141	2
82	142	2
82	143	2
82	144	2
82	145	3
82	146	3
82	147	3
82	148	3
82	149	3
82	150	3
82	151	3
82	152	3
82	153	3
82	154	3
82	155	3
82	156	1
82	157	1
82	158	1
82	159	1
82	160	1
82	161	1
82	162	1
82	163	1
82	164	1
82	165	2
82	166	2
82	167	2
82	168	2
82	169	2
82	170	3
82	171	0
82	172	3
82	173	3
82	174	3
82	175	3
82	176	3
82	177	1
82	178	0
82	179	1
82	180	1
82	181	1
82	182	1
82	183	1
82	184	1
82	185	1
82	186	1
82	187	1
82	188	1
82	189	1
82	190	1
82	191	1
82	192	1
82	193	1
82	194	1
82	195	0
82	196	0
82	197	0
82	198	0
82	199	0
82	200	2
82	201	0
82	202	0
82	203	0
82	204	0
82	205	0
82	206	0
82	207	1
82	208	1
82	209	0
82	210	0
82	211	0
82	212	0
82	213	0
82	214	1
82	215	1
82	216	1
82	217	0
82	218	3
82	219	3
82	220	3
82	221	3
82	222	2
82	223	2
82	224	2
82	225	2
82	226	2
82	227	2
82	228	2
82	229	2
82	230	2
82	231	2
82	232	2
82	233	2
82	234	2
82	235	2
82	236	2
82	237	2
82	238	2
82	239	2
82	240	2
82	241	2
82	242	2
82	243	3
82	244	3
82	245	3
82	246	3
82	247	3
82	248	3
82	249	3
82	250	3
82	251	3
82	252	3
82	253	3
82	254	3
82	255	3
82	256	3
82	257	3
82	258	3
82	259	3
82	260	3
82	261	3
82	262	3
82	263	3
82	264	3
82	265	3
82	266	3
82	267	3
82	268	3
82	269	3
82	270	3
82	271	3
82	272	3
82	273	3
82	274	3
82	275	3
82	276	3
82	277	3
82	278	1
82	279	1
82	280	1
82	281	1
82	282	1
82	283	1
82	284	1
82	285	1
82	286	1
82	287	1
82	288	1
82	289	1
82	290	0
82	291	0
82	292	0
82	293	0
82	294	0
82	295	0
82	296	0
82	297	0
82	298	0
82	299	0
83	0	0
83	1	3
83	2	2
83	3	2
83	4	2
83	5	2
83	6	2
83	7	2
83	8	2
83	9	2
83	10	2
83	11	2
83	12	2
83	13	2
83	14	2
83	15	2
83	16	3
83	17	2
83	18	2
83	19	2
83	20	2
83	21	2
83	22	2
83	23	2
83	24	2
83	25	2
83	26	2
83	27	2
83	28	2
83	29	2
83	30	2
83	31	2
83	32	2
83	33	2
83	34	2
83	35	2
83	36	2
83	37	2
83	38	2
83	39	2
83	40	2
83	41	1
83	42	2
83	43	1
83	44	1
83	45	1
83	46	1
83	47	1
83	48	1
83	49	1
83	50	1
83	51	1
83	52	1
83	53	1
83	54	1
83	55	1
83	56	0
83	57	0
83	58	0
83	59	0
83	60	2
83	61	0
83	62	0
83	63	2
83	64	2
83	65	2
83	66	2
83	67	2
83	68	2
83	69	2
83	70	2
83	71	2
83	72	2
83	73	2
83	74	2
83	75	2
83	76	1
83	77	1
83	78	1
83	79	1
83	80	1
83	81	1
83	82	1
83	83	1
83	84	1
83	85	1
83	86	1
83	87	1
83	88	1
83	89	1
83	90	1
83	91	1
83	92	1
83	93	1
83	94	1
83	95	2
83	96	2
83	97	2
83	98	2
83	99	2
83	100	2
83	101	2
83	102	2
83	103	2
83	104	3
83	105	3
83	106	3
83	107	3
83	108	3
83	109	3
83	110	3
83	111	2
83	112	2
83	113	2
83	114	2
83	115	2
83	116	2
83	117	2
83	118	2
83	119	2
83	120	2
83	121	2
83	122	2
83	123	2
83	124	2
83	125	2
83	126	3
83	127	3
83	128	3
83	129	3
83	130	3
83	131	3
83	132	3
83	133	3
83	134	2
83	135	2
83	136	2
83	137	2
83	138	2
83	139	2
83	140	2
83	141	2
83	142	2
83	143	2
83	144	2
83	145	3
83	146	3
83	147	3
83	148	3
83	149	3
83	150	3
83	151	3
83	152	3
83	153	3
83	154	3
83	155	1
83	156	1
83	157	1
83	158	1
83	159	1
83	160	1
83	161	1
83	162	1
83	163	1
83	164	1
83	165	1
83	166	1
83	167	2
83	168	2
83	169	3
83	170	0
83	171	3
83	172	3
83	173	3
83	174	3
83	175	3
83	176	3
83	177	0
83	178	0
83	179	1
83	180	1
83	181	1
83	182	1
83	183	1
83	184	1
83	185	1
83	186	1
83	187	1
83	188	1
83	189	1
83	190	1
83	191	1
83	192	1
83	193	1
83	194	1
83	195	0
83	196	0
83	197	0
83	198	0
83	199	1
83	200	1
83	201	0
83	202	0
83	203	1
83	204	1
83	205	0
83	206	0
83	207	1
83	208	1
83	209	0
83	210	1
83	211	1
83	212	1
83	213	1
83	214	0
83	215	1
83	216	1
83	217	1
83	218	0
83	219	1
83	220	3
83	221	2
83	222	2
83	223	2
83	224	2
83	225	2
83	226	2
83	227	2
83	228	2
83	229	2
83	230	2
83	231	2
83	232	2
83	233	2
83	234	2
83	235	2
83	236	2
83	237	2
83	238	2
83	239	2
83	240	2
83	241	2
83	242	2
83	243	0
83	244	3
83	245	3
83	246	3
83	247	3
83	248	3
83	249	3
83	250	3
83	251	3
83	252	3
83	253	3
83	254	3
83	255	3
83	256	3
83	257	3
83	258	3
83	259	3
83	260	3
83	261	3
83	262	3
83	263	3
83	264	3
83	265	3
83	266	3
83	267	3
83	268	3
83	269	3
83	270	3
83	271	3
83	272	3
83	273	3
83	274	3
83	275	3
83	276	3
83	277	3
83	278	1
83	279	1
83	280	1
83	281	1
83	282	1
83	283	1
83	284	1
83	285	1
83	286	1
83	287	1
83	288	1
83	289	1
83	290	1
83	291	1
83	292	1
83	293	1
83	294	1
83	295	0
83	296	0
83	297	0
83	298	0
83	299	0
84	0	0
84	1	2
84	2	2
84	3	2
84	4	2
84	5	2
84	6	2
84	7	2
84	8	2
84	9	2
84	10	2
84	11	2
84	12	2
84	13	2
84	14	2
84	15	2
84	16	2
84	17	3
84	18	0
84	19	2
84	20	2
84	21	2
84	22	2
84	23	2
84	24	2
84	25	2
84	26	2
84	27	2
84	28	2
84	29	2
84	30	2
84	31	2
84	32	2
84	33	2
84	34	2
84	35	2
84	36	2
84	37	2
84	38	2
84	39	2
84	40	2
84	41	2
84	42	1
84	43	1
84	44	1
84	45	1
84	46	1
84	47	1
84	48	1
84	49	1
84	50	1
84	51	1
84	52	1
84	53	1
84	54	1
84	55	0
84	56	0
84	57	0
84	58	0
84	59	0
84	60	0
84	61	0
84	62	2
84	63	2
84	64	2
84	65	2
84	66	2
84	67	2
84	68	2
84	69	2
84	70	2
84	71	2
84	72	2
84	73	2
84	74	2
84	75	1
84	76	1
84	77	1
84	78	1
84	79	1
84	80	1
84	81	1
84	82	1
84	83	1
84	84	1
84	85	1
84	86	1
84	87	1
84	88	1
84	89	1
84	90	1
84	91	1
84	92	1
84	93	1
84	94	1
84	95	1
84	96	2
84	97	2
84	98	2
84	99	2
84	100	2
84	101	2
84	102	2
84	103	1
84	104	2
84	105	3
84	106	3
84	107	3
84	108	3
84	109	3
84	110	2
84	111	2
84	112	2
84	113	2
84	114	2
84	115	2
84	116	2
84	117	2
84	118	2
84	119	2
84	120	2
84	121	2
84	122	2
84	123	2
84	124	2
84	125	2
84	126	2
84	127	3
84	128	3
84	129	3
84	130	3
84	131	3
84	132	3
84	133	3
84	134	3
84	135	2
84	136	2
84	137	2
84	138	2
84	139	2
84	140	2
84	141	2
84	142	2
84	143	2
84	144	2
84	145	3
84	146	3
84	147	3
84	148	3
84	149	3
84	150	3
84	151	3
84	152	3
84	153	3
84	154	3
84	155	3
84	156	1
84	157	1
84	158	1
84	159	1
84	160	1
84	161	1
84	162	1
84	163	1
84	164	1
84	165	1
84	166	1
84	167	1
84	168	1
84	169	1
84	170	0
84	171	0
84	172	0
84	173	3
84	174	0
84	175	0
84	176	0
84	177	3
84	178	1
84	179	1
84	180	1
84	181	1
84	182	1
84	183	1
84	184	1
84	185	1
84	186	1
84	187	1
84	188	1
84	189	1
84	190	1
84	191	1
84	192	1
84	193	1
84	194	1
84	195	1
84	196	1
84	197	1
84	198	1
84	199	0
84	200	1
84	201	1
84	202	0
84	203	1
84	204	1
84	205	1
84	206	1
84	207	1
84	208	1
84	209	1
84	210	0
84	211	1
84	212	1
84	213	1
84	214	1
84	215	1
84	216	1
84	217	1
84	218	1
84	219	1
84	220	1
84	221	0
84	222	2
84	223	2
84	224	2
84	225	2
84	226	2
84	227	2
84	228	2
84	229	2
84	230	2
84	231	2
84	232	2
